Month,Category,Region,Sales ($),Profit ($),Units Sold
Jan,Cosmetics,South,5443,1336,174
Jan,Toys,West,5860,281,78
Jan,Furniture,North,8713,170,23
Aug,Sports,West,1380,655,164
Oct,Clothing,South,8173,951,14
Aug,Cosmetics,East,2637,1318,127
Feb,Electronics,South,8543,1415,181
Nov,Cosmetics,North,1524,1180,152
Jul,Cosmetics,North,4107,2012,76
Aug,Toys,North,9142,2830,10
Aug,Toys,West,2093,1423,161
Nov,Clothing,East,1104,2465,118
Oct,Clothing,North,2739,928,71
Nov,Toys,North,4126,2241,87
Jul,Toys,North,2676,366,66
May,Furniture,South,8904,1499,29
Jan,Furniture,North,9027,713,195
Dec,Sports,South,5916,2649,23
Sep,Toys,North,3934,1500,190
Jul,Electronics,South,6156,677,44
Feb,Furniture,West,2042,731,199
Jun,Clothing,West,2845,2426,198
Feb,Cosmetics,South,4501,2901,156
Jan,Sports,East,2541,1556,93
Jul,Furniture,East,1466,2389,51
Feb,Cosmetics,South,3944,2134,181
Feb,Cosmetics,West,5294,1345,107
Nov,Furniture,South,2591,2930,10
May,Electronics,East,5072,1084,77
May,Electronics,South,4572,103,113
Jul,Sports,West,6978,2467,87
Jan,Electronics,East,1293,1444,183
Aug,Sports,East,6858,1131,60
Mar,Clothing,North,2338,1175,41
Apr,Furniture,North,6209,1123,109
Sep,Cosmetics,East,4475,1265,156
Apr,Sports,East,3498,878,48
Oct,Electronics,South,6728,2974,151
Dec,Sports,West,8317,379,166
May,Toys,East,3493,1211,51
Jul,Sports,West,4088,1283,23
Apr,Electronics,East,7281,1084,125
Jan,Toys,West,7795,2175,148
Sep,Toys,North,6627,909,84
Apr,Electronics,East,4990,371,56
Sep,Toys,South,4751,1223,113
Jun,Furniture,West,8241,1327,33
Jan,Cosmetics,East,3097,289,159
Dec,Furniture,North,4174,645,186
Mar,Furniture,North,1387,2441,192
Nov,Electronics,North,1298,2103,64
Feb,Electronics,North,5434,947,79
Sep,Cosmetics,East,5061,1467,87
Dec,Sports,South,1473,870,82
Jan,Furniture,West,6057,868,172
Sep,Toys,South,6289,2200,53
Sep,Cosmetics,West,5108,2831,173
Aug,Furniture,South,9640,1170,98
Aug,Sports,East,3221,1110,24
Nov,Toys,East,6251,802,54
Dec,Furniture,West,4611,564,131
Jan,Clothing,East,3642,2700,71
Nov,Cosmetics,West,2920,1016,101
Aug,Electronics,South,8075,1552,187
Oct,Furniture,East,6994,2130,22
Mar,Toys,East,3316,293,114
Nov,Toys,West,2274,165,168
Jul,Cosmetics,West,5983,2702,14
Nov,Cosmetics,West,8834,1825,92
Jan,Toys,West,4618,700,145
Jan,Toys,North,1259,1599,150
Oct,Toys,West,4206,1811,178
May,Furniture,North,6178,2004,26
May,Toys,South,6358,575,41
Aug,Electronics,West,5507,2720,14
Jul,Toys,North,7458,2909,135
Aug,Electronics,North,8541,986,146
Jun,Furniture,North,4508,2977,116
Jun,Cosmetics,East,8305,181,171
Feb,Electronics,North,5994,2060,10
Jun,Furniture,West,9423,2847,177
May,Toys,West,7754,143,191
Mar,Furniture,West,9921,2971,135
Jun,Toys,North,6516,1601,41
Aug,Furniture,North,6868,709,135
Sep,Cosmetics,East,6799,1988,108
Jan,Electronics,South,3929,1452,122
Mar,Cosmetics,East,9509,1537,187
Mar,Clothing,West,2530,1887,196
Nov,Toys,West,8913,819,199
Aug,Electronics,West,1715,790,20
Jan,Cosmetics,East,8527,2045,32
May,Electronics,West,4312,2846,128
Mar,Clothing,West,8223,2984,35
Feb,Sports,West,6192,209,72
Aug,Toys,North,8027,318,183
Mar,Toys,South,1201,562,78
Jul,Furniture,North,3140,614,99
Dec,Toys,North,4671,736,143
Nov,Toys,South,9610,1316,60
Jan,Cosmetics,South,8370,726,52
Jun,Toys,East,3598,169,179
Mar,Toys,South,9817,2606,150
Aug,Clothing,East,2944,1617,34
Jun,Clothing,East,3929,2244,139
Dec,Electronics,North,4383,1950,23
Feb,Electronics,West,4540,323,154
Jun,Toys,North,1393,1965,114
Jul,Toys,North,8010,2978,113
May,Furniture,South,7777,2788,177
Mar,Electronics,South,9823,1734,48
Apr,Cosmetics,East,1321,1905,162
Apr,Toys,East,5669,2643,57
Jun,Cosmetics,East,2693,1879,124
Oct,Toys,South,2063,1161,58
Jan,Cosmetics,East,8921,868,170
Nov,Sports,East,4111,1975,36
Apr,Cosmetics,South,4261,2907,54
Oct,Electronics,West,4086,1768,40
Apr,Toys,North,4811,2635,72
Oct,Electronics,South,4351,2703,121
Jan,Cosmetics,East,8080,1091,175
Sep,Clothing,North,5143,1828,117
Apr,Clothing,South,7332,2128,177
Jul,Clothing,North,7447,1629,195
Dec,Toys,North,8863,588,74
Mar,Furniture,West,4176,156,20
Oct,Sports,East,3416,611,152
Dec,Cosmetics,South,8668,2251,106
Mar,Furniture,East,9651,2704,194
Aug,Clothing,West,3311,2207,121
Aug,Cosmetics,West,2229,1701,162
Nov,Furniture,South,2530,834,176
Dec,Electronics,South,3797,1682,42
Jan,Clothing,West,2363,470,38
Oct,Furniture,South,5502,2173,195
Feb,Toys,North,1452,2540,20
Aug,Electronics,North,4904,1942,150
Jan,Clothing,West,6996,705,78
Dec,Sports,East,1577,209,30
Aug,Clothing,South,4919,872,12
Aug,Toys,South,8317,2401,163
Feb,Sports,North,4264,1930,170
Apr,Sports,South,2931,1959,103
Jun,Sports,East,5242,1927,31
Dec,Cosmetics,South,9181,1016,71
Nov,Cosmetics,South,1182,2913,14
Sep,Sports,North,9427,2685,156
Aug,Electronics,South,1637,2762,18
Dec,Sports,West,4005,2734,67
Aug,Furniture,West,4472,696,33
Jul,Sports,East,1524,1337,176
Sep,Cosmetics,East,6659,2260,70
Feb,Cosmetics,East,3370,1435,136
Mar,Furniture,East,2635,2716,57
Oct,Furniture,North,5432,1054,187
Aug,Clothing,South,8467,1224,71
Jun,Electronics,North,5214,861,190
Oct,Electronics,East,1579,1037,158
Sep,Electronics,South,8850,2800,47
Oct,Toys,West,4941,2231,127
Apr,Cosmetics,North,9387,818,68
Aug,Electronics,South,9524,2053,106
Oct,Clothing,West,4091,1048,180
Mar,Clothing,West,5718,401,26
Mar,Electronics,East,9849,1340,78
Aug,Furniture,West,9895,2715,181
May,Clothing,West,6552,2688,32
Mar,Furniture,East,5978,2239,112
Oct,Cosmetics,South,2252,2801,163
Nov,Toys,South,9715,1575,103
Jan,Clothing,East,3422,713,185
Mar,Furniture,North,9227,2218,184
Dec,Electronics,East,9967,1648,55
Sep,Cosmetics,South,1027,1524,38
May,Sports,North,8539,768,43
Dec,Sports,East,1085,2228,19
Oct,Electronics,South,7909,2742,29
Feb,Cosmetics,South,5281,317,43
Jul,Cosmetics,South,5653,848,110
Feb,Cosmetics,West,9033,224,150
Apr,Cosmetics,West,8664,300,96
Dec,Sports,North,6066,2721,147
Jul,Furniture,North,1256,1143,54
Apr,Cosmetics,North,2447,821,137
Jul,Furniture,West,6700,1051,98
Jul,Cosmetics,North,5599,1981,91
Jan,Clothing,South,4343,2327,128
Jun,Toys,South,1693,1532,101
Sep,Clothing,North,9674,1185,145
Feb,Toys,North,4665,2420,14
Mar,Clothing,West,3674,2954,29
Oct,Cosmetics,South,1350,1876,130
May,Furniture,East,9840,2910,181
Sep,Toys,East,8044,798,67
Apr,Sports,West,9419,721,157
Jan,Electronics,West,3063,2687,98
Apr,Toys,West,6929,1085,109
Jun,Toys,South,9616,559,124
May,Sports,North,8413,1184,83
Jan,Cosmetics,North,2821,399,177
Apr,Clothing,West,5889,2644,25
Jun,Clothing,South,2585,1375,13
Oct,Furniture,East,5659,1530,19
Oct,Cosmetics,West,3280,1379,188
Apr,Sports,South,4749,2738,57
Sep,Cosmetics,West,3538,2488,29
May,Cosmetics,South,1443,1929,41
Aug,Clothing,South,3067,1921,69
Sep,Sports,West,9302,2550,20
Oct,Electronics,North,3534,2435,29
May,Toys,West,1088,1088,32
Jun,Clothing,North,4390,313,136
Jan,Sports,North,6237,631,86
Nov,Furniture,East,7577,2889,44
Dec,Toys,South,2941,1699,154
Jul,Toys,West,4310,2084,19
Apr,Clothing,South,9263,2358,47
Nov,Furniture,East,1821,2318,92
Feb,Clothing,North,9072,637,41
May,Cosmetics,West,1815,1386,63
Dec,Sports,South,9595,2949,66
Mar,Furniture,East,2698,775,116
Jun,Toys,North,8362,489,34
Aug,Clothing,North,6691,2568,151
Jul,Toys,South,6729,2209,54
Mar,Furniture,North,2953,2233,181
Aug,Toys,East,5963,1708,127
Feb,Clothing,North,6986,2638,47
Oct,Clothing,West,8752,2207,134
Sep,Electronics,West,5991,2624,45
Apr,Toys,South,4801,419,97
Jan,Electronics,East,9447,789,133
Aug,Electronics,North,2931,2199,176
Jul,Toys,North,2111,756,176
Nov,Furniture,North,1872,927,22
May,Cosmetics,West,8954,1200,171
Oct,Clothing,East,5587,218,133
May,Sports,North,7479,2868,24
Jul,Electronics,South,2561,1305,67
May,Furniture,East,6526,605,121
Aug,Toys,East,5457,2784,68
Nov,Furniture,North,6560,2300,61
Jun,Furniture,West,8881,1141,78
May,Toys,East,8715,596,112
Sep,Sports,South,3684,1871,14
Nov,Toys,East,1746,178,52
Feb,Sports,West,6243,158,17
Jan,Toys,South,7826,1534,87
Aug,Electronics,West,5085,2910,102
Dec,Sports,North,7117,2973,72
Mar,Electronics,East,2006,1753,172
Nov,Sports,South,9129,1872,41
Dec,Sports,West,5310,1962,106
Dec,Toys,North,3876,1806,127
Dec,Sports,South,3026,1611,33
Jul,Electronics,East,6556,343,59
Oct,Toys,East,5107,2355,127
Nov,Clothing,West,6241,1210,196
Aug,Electronics,South,6669,1774,137
Jun,Clothing,North,6399,2747,121
Dec,Furniture,North,9933,2792,47
Oct,Toys,North,4008,2077,175
Sep,Furniture,West,8495,138,158
Jul,Toys,North,4662,2625,160
Oct,Toys,South,6420,1715,183
May,Electronics,West,3911,119,167
Aug,Clothing,East,7897,320,177
Feb,Toys,West,6485,1972,91
Jul,Clothing,West,6838,2422,79
Apr,Toys,West,1773,2610,78
Sep,Clothing,South,3144,350,179
Dec,Furniture,East,6980,311,155
Jan,Electronics,East,7397,2834,196
Jul,Toys,West,9141,518,22
Jun,Cosmetics,West,4237,1295,128
Aug,Clothing,West,9195,606,111
May,Clothing,South,6582,745,30
Jan,Cosmetics,South,7288,1751,86
Jan,Electronics,North,9356,968,91
Sep,Clothing,East,2897,591,86
Oct,Electronics,North,6433,2442,198
Jun,Clothing,North,3567,2604,108
Oct,Sports,West,9130,1269,175
May,Clothing,South,6717,1361,177
Jan,Sports,North,7752,839,164
Jun,Toys,North,3559,1890,195
Jun,Electronics,North,5637,523,52
Mar,Clothing,West,1612,391,131
Aug,Furniture,West,8746,2303,133
Jan,Furniture,South,2884,2083,29
Jan,Cosmetics,North,5024,2497,172
Jun,Furniture,North,4134,2057,64
Oct,Sports,South,2622,342,83
Jan,Furniture,South,4282,1330,81
Jun,Furniture,South,3610,1889,177
Jan,Furniture,East,4069,2405,55
Jun,Clothing,South,7486,684,88
Mar,Cosmetics,West,2255,2182,179
Aug,Electronics,East,3660,2577,155
Jun,Cosmetics,South,5452,1442,24
Nov,Sports,West,8102,194,108
Jan,Clothing,South,5176,2367,75
May,Toys,South,4686,400,150
Aug,Clothing,East,6237,1760,118
Mar,Furniture,West,8661,1308,66
Dec,Furniture,North,1790,2922,146
Jun,Sports,South,9416,2547,130
May,Toys,East,4034,789,108
Jun,Clothing,West,1225,1265,75
Oct,Toys,South,6348,1092,153
Jan,Electronics,North,7466,2281,119
Jul,Cosmetics,West,4179,760,139
Sep,Clothing,West,5223,2029,153
Feb,Toys,East,8520,2025,81
Oct,Electronics,South,5066,2405,10
May,Electronics,South,5362,1162,114
Oct,Cosmetics,West,6023,404,163
Apr,Electronics,South,5309,1947,181
Jun,Sports,West,1246,625,142
Jun,Electronics,North,6737,506,30
Nov,Toys,East,2618,1482,44
Feb,Sports,South,9612,985,113
Feb,Electronics,South,6160,2525,63
Apr,Furniture,East,2371,2616,133
Jan,Electronics,North,8728,972,187
Sep,Sports,North,5238,2070,117
Jul,Electronics,North,3612,1089,53
Dec,Electronics,North,3080,1404,94
Jul,Electronics,North,6919,1688,13
Mar,Sports,West,5324,110,132
Nov,Electronics,South,8797,2822,51
Dec,Cosmetics,South,3735,2842,178
Mar,Toys,South,7083,2087,173
Jan,Cosmetics,West,8352,1072,33
Mar,Sports,East,4058,108,142
Mar,Furniture,North,6334,127,194
Apr,Cosmetics,East,2153,2970,76
Apr,Toys,North,5940,785,20
Mar,Clothing,North,4079,2658,182
Oct,Toys,East,1402,2649,105
Dec,Cosmetics,South,3975,681,31
Aug,Clothing,West,8536,2925,148
Aug,Sports,East,6919,2808,175
Jan,Toys,South,7760,1341,196
Jul,Furniture,North,1980,1761,95
Nov,Clothing,South,7680,2150,141
Feb,Clothing,North,3384,1310,147
Jan,Toys,North,9990,142,28
Mar,Cosmetics,South,2366,1734,91
Apr,Clothing,North,3938,2922,165
Jun,Sports,West,2262,1534,104
Oct,Toys,South,8659,141,26
May,Sports,East,7187,829,33
Apr,Toys,North,9495,2081,138
Aug,Sports,North,3316,747,14
Nov,Cosmetics,West,8909,2804,169
Dec,Toys,West,1921,2082,62
Apr,Furniture,East,8114,2028,90
Oct,Cosmetics,North,7574,1259,194
Dec,Sports,East,9612,2657,180
Feb,Toys,East,6529,1642,95
Mar,Cosmetics,North,4809,136,112
Jun,Sports,East,2166,2119,176
Aug,Electronics,East,9731,922,171
Aug,Electronics,West,7268,678,89
Nov,Clothing,West,6331,2984,14
Sep,Furniture,East,6029,2664,27
Jul,Electronics,North,2460,2932,141
Feb,Sports,West,5687,1120,118
Aug,Cosmetics,East,6357,1181,100
Jul,Toys,South,5739,2302,79
Aug,Cosmetics,South,1327,1995,148
Dec,Clothing,East,6238,2122,184
Mar,Cosmetics,South,9543,212,90
Jul,Electronics,West,6132,2983,40
Oct,Cosmetics,North,5732,1879,22
Sep,Electronics,East,4908,1919,32
Mar,Electronics,West,6291,700,74
Oct,Furniture,North,9425,541,39
Jun,Clothing,South,4122,327,168
Feb,Sports,South,5876,973,56
Feb,Electronics,South,3728,1245,153
May,Toys,South,8995,770,180
May,Clothing,West,2823,1391,140
Jul,Sports,West,4500,794,21
Dec,Toys,North,5073,1608,148
Feb,Cosmetics,East,2230,1127,25
Nov,Clothing,North,5395,220,166
Jul,Toys,East,7051,841,126
May,Clothing,South,2476,1609,158
Jun,Clothing,South,3023,1342,118
Aug,Cosmetics,South,3596,793,67
Oct,Cosmetics,South,8840,356,180
Dec,Clothing,West,8121,2190,14
Apr,Toys,North,3430,1653,189
Jul,Furniture,East,8954,1812,150
Jun,Electronics,East,7943,2735,90
Oct,Cosmetics,West,1533,1012,149
Feb,Furniture,South,2256,693,10
Aug,Cosmetics,North,2657,1133,17
Oct,Clothing,South,2752,2939,153
Sep,Furniture,West,7713,311,152
May,Toys,East,3978,1775,28
Oct,Toys,West,5332,2061,162
Apr,Sports,East,4653,1505,40
Jun,Electronics,North,4013,1512,139
Aug,Electronics,East,9892,1021,130
Nov,Cosmetics,North,8652,2483,68
Mar,Electronics,South,8100,1021,40
Oct,Sports,South,5866,2230,149
Nov,Toys,West,2764,2139,154
Nov,Furniture,North,2122,2299,38
Jan,Furniture,South,4830,1858,173
Apr,Toys,North,7700,1593,113
Apr,Clothing,South,3958,177,72
Jan,Toys,South,2540,511,24
Sep,Furniture,East,9714,1677,39
Mar,Cosmetics,West,6467,1697,188
May,Sports,East,8053,2528,20
Jun,Toys,North,6670,2937,194
Aug,Clothing,South,2738,412,22
Jun,Cosmetics,West,5189,2542,64
Mar,Toys,South,3533,2690,72
Jun,Cosmetics,South,6269,103,139
Jan,Toys,East,9690,208,193
Apr,Cosmetics,North,3418,985,16
Jun,Electronics,West,6076,192,180
Jul,Cosmetics,West,1484,1222,168
Nov,Electronics,West,1664,291,198
Nov,Furniture,North,4454,2480,159
Oct,Electronics,West,1627,1335,199
Mar,Cosmetics,North,9923,726,37
Sep,Sports,West,5287,672,34
Dec,Sports,South,6166,2503,169
Dec,Furniture,North,4874,2025,185
Jul,Cosmetics,East,5540,2738,89
Jan,Electronics,West,8476,295,33
Feb,Sports,East,1707,361,90
Jan,Toys,North,9624,2469,134
Nov,Clothing,South,9664,2567,179
Sep,Cosmetics,East,1047,2034,79
Sep,Toys,East,2914,431,87
Jul,Toys,South,2105,1419,99
Oct,Cosmetics,South,4180,1359,133
Mar,Clothing,North,9549,780,101
May,Sports,West,1567,2154,120
Apr,Clothing,East,9671,633,173
Jul,Furniture,East,1866,2219,168
Sep,Electronics,North,2028,1623,137
Dec,Electronics,West,2813,2765,164
Feb,Toys,North,4728,2286,182
Aug,Sports,East,6513,2689,53
Sep,Clothing,East,4526,423,66
Oct,Toys,South,5803,2748,30
Oct,Cosmetics,South,7569,2040,64
Sep,Toys,West,2050,172,118
Oct,Cosmetics,East,9318,2987,152
Jul,Cosmetics,East,7278,1512,171
Sep,Furniture,South,2652,1361,113
Sep,Furniture,North,9199,1087,140
Mar,Cosmetics,North,5708,1445,138
Apr,Sports,East,6318,1886,33
Feb,Furniture,East,6859,1428,180
Oct,Furniture,West,7615,1131,36
Mar,Electronics,West,9370,2106,146
Nov,Toys,South,7593,1330,97
Nov,Electronics,East,4595,510,154
May,Sports,North,5910,2405,101
May,Furniture,West,4254,1919,48
Jun,Furniture,South,5453,2798,64
Jul,Clothing,South,3423,2273,134
Jul,Sports,North,9108,1293,54
Jan,Toys,West,5797,2691,165
Feb,Toys,North,7981,2602,193
Dec,Toys,South,8937,761,110
Sep,Sports,East,7681,1329,166
Oct,Clothing,North,5877,1456,38
Feb,Clothing,South,5177,1773,78
Jun,Electronics,East,4429,1188,20
Nov,Sports,East,1184,2235,139
Nov,Sports,West,4133,1958,147
Jan,Clothing,West,5978,1166,112
Mar,Cosmetics,South,9698,2006,117
Feb,Cosmetics,North,7137,2060,128
Mar,Electronics,East,2932,2663,164
May,Cosmetics,West,7174,599,96
Nov,Cosmetics,West,6412,1402,121
Oct,Cosmetics,North,2196,425,172
Jun,Furniture,West,6247,1541,187
Sep,Electronics,South,5181,652,83
Dec,Clothing,North,2338,2037,11
Nov,Cosmetics,East,7171,987,26
Oct,Toys,South,3620,1095,104
Dec,Furniture,East,7546,1028,89
Dec,Cosmetics,East,9874,407,33
Apr,Furniture,West,6931,2804,66
Jul,Electronics,South,2729,1430,80
Jun,Toys,South,1018,2022,92
Feb,Toys,North,6971,569,153
Oct,Toys,South,1464,1754,106
Nov,Cosmetics,North,9882,724,45
Nov,Furniture,South,6310,2438,54
Nov,Toys,East,9079,348,19
Aug,Sports,North,5020,2471,72
Jul,Sports,South,1162,1566,52
Jul,Furniture,North,1294,703,60
Aug,Cosmetics,West,9770,158,116
Dec,Cosmetics,West,8240,1120,12
Dec,Electronics,North,7844,2416,172
Nov,Electronics,North,2585,1441,78
Jan,Toys,East,4380,2241,88
Jan,Clothing,South,6427,1377,45
Aug,Electronics,West,7812,786,58
Apr,Cosmetics,West,1194,614,10
May,Clothing,South,7343,632,179
Aug,Electronics,West,3931,501,178
May,Furniture,West,8041,2868,82
Oct,Sports,North,6699,2755,194
Apr,Electronics,West,9637,2240,125
Dec,Electronics,West,9271,673,157
Jun,Furniture,West,5840,1665,23
Dec,Cosmetics,South,8636,1070,131
May,Toys,East,2860,1905,102
Jul,Furniture,North,6561,536,189
Oct,Toys,East,1930,2603,63
Jul,Electronics,West,2934,2562,58
Apr,Cosmetics,West,5367,2102,39
Dec,Clothing,West,3171,1498,140
May,Electronics,East,4294,1654,21
Mar,Furniture,South,5747,2851,120
Apr,Clothing,South,5392,1738,168
Apr,Sports,North,6238,861,174
Mar,Clothing,East,3834,1562,164
Oct,Furniture,South,8116,2412,125
May,Clothing,North,3928,2654,161
May,Furniture,West,8425,2793,121
Nov,Electronics,West,6750,960,178
Jul,Cosmetics,North,7494,2074,113
Apr,Sports,South,2672,2836,20
Apr,Cosmetics,East,9190,966,100
Sep,Cosmetics,North,8444,1222,82
Jun,Cosmetics,South,5350,1153,25
Apr,Furniture,North,2287,1414,23
Feb,Furniture,South,7610,2634,184
Jun,Sports,West,9793,2062,167
Feb,Furniture,North,7883,127,119
May,Toys,East,6187,2435,161
Jun,Furniture,North,1130,680,150
Apr,Furniture,West,9044,2399,128
Mar,Furniture,West,9302,1026,135
Jul,Electronics,South,3734,2257,18
Feb,Sports,West,9857,1988,186
Nov,Toys,South,2066,2791,163
Jun,Furniture,West,5970,2545,58
Apr,Sports,South,4788,1655,51
Jun,Clothing,East,2317,375,182
Apr,Electronics,South,1284,2836,123
Apr,Furniture,South,7966,2394,86
Apr,Toys,East,8794,1447,158
Sep,Electronics,South,5114,2555,166
Jul,Toys,South,1047,2272,101
Mar,Electronics,East,7138,252,161
Mar,Clothing,West,5861,1704,129
Jun,Sports,North,4259,2805,179
Jun,Electronics,South,8842,2001,93
Apr,Cosmetics,West,4415,2167,112
Sep,Clothing,North,7450,1926,80
Apr,Cosmetics,East,9759,346,178
Sep,Clothing,South,7164,1513,57
Apr,Cosmetics,South,8787,1470,88
Feb,Cosmetics,East,5065,1326,86
Feb,Toys,South,1081,1132,52
May,Electronics,North,4005,1815,17
Apr,Electronics,North,9408,1791,72
Jul,Clothing,East,1334,2678,129
Nov,Sports,South,9750,2250,72
May,Toys,West,9944,2744,15
Jun,Electronics,South,9785,2498,83
Oct,Electronics,East,8068,2381,61
Apr,Toys,West,4897,1770,30
Dec,Furniture,North,8958,136,151
Feb,Toys,North,9101,1727,125
Oct,Electronics,West,5648,2439,67
Sep,Sports,West,1782,2164,162
Oct,Furniture,East,4586,2237,65
Jul,Cosmetics,South,4794,1471,92
Apr,Toys,North,6597,776,18
Mar,Cosmetics,South,8050,1076,173
Oct,Furniture,North,6051,1567,194
Mar,Furniture,South,1742,352,142
Sep,Furniture,North,5544,2964,90
May,Clothing,South,5355,1716,103
Mar,Toys,East,4608,2116,144
May,Sports,North,4271,2331,143
Feb,Sports,East,3510,2437,61
Nov,Cosmetics,North,9285,860,115
Apr,Cosmetics,North,7055,2305,64
Oct,Cosmetics,North,2375,2838,23
Feb,Toys,South,3516,492,138
Feb,Electronics,North,7238,530,174
Dec,Cosmetics,East,1090,1096,58
Aug,Furniture,South,2479,1191,149
Jan,Cosmetics,South,1954,1200,142
Jul,Furniture,North,9214,201,79
May,Clothing,West,4305,2799,125
Nov,Electronics,South,2721,992,128
Aug,Electronics,North,6452,2732,148
Jan,Toys,East,3547,2354,190
Nov,Toys,West,5923,2360,192
Jul,Sports,South,1188,2226,88
May,Clothing,West,1459,1888,59
Apr,Toys,South,3236,2280,190
Jul,Furniture,West,5446,1320,134
Oct,Clothing,West,1580,571,64
Feb,Electronics,East,3161,1880,101
Dec,Furniture,West,5715,2437,12
Jan,Clothing,East,6897,1379,129
Jan,Electronics,North,3902,1598,153
Nov,Toys,South,9664,2781,182
Dec,Furniture,East,1858,521,90
Jan,Furniture,South,3440,2705,173
Dec,Electronics,East,2712,2728,28
May,Furniture,South,1515,638,141
Oct,Toys,East,8355,1806,68
Jul,Toys,South,2375,1880,98
Feb,Toys,North,7684,2609,149
Oct,Electronics,South,4669,2448,72
Aug,Cosmetics,North,3390,1411,193
Apr,Cosmetics,North,4262,2060,36
Dec,Furniture,North,5638,1085,134
Mar,Toys,West,3866,905,161
Oct,Furniture,South,8848,2404,163
Nov,Electronics,West,9948,2600,31
Aug,Furniture,West,4495,2585,79
Feb,Sports,South,7494,2545,28
Nov,Cosmetics,North,1187,1276,110
Nov,Furniture,West,5578,748,171
Mar,Furniture,West,9093,2369,148
Dec,Clothing,East,3714,1824,129
Mar,Furniture,South,8408,1559,97
Oct,Sports,West,1295,2283,182
Nov,Cosmetics,South,4533,1651,46
Jan,Clothing,South,5140,725,160
Jun,Electronics,West,5042,875,177
Feb,Electronics,South,5270,1402,180
Jan,Cosmetics,North,4051,2732,13
Feb,Electronics,West,6465,2632,91
Dec,Sports,West,8733,1368,24
Jun,Furniture,West,7005,1873,160
Apr,Cosmetics,East,6870,1266,149
Jun,Clothing,East,4904,2648,77
Dec,Furniture,East,3261,1650,77
Sep,Electronics,East,2420,2240,189
Oct,Electronics,West,7693,1506,178
Dec,Clothing,North,9296,2012,114
Oct,Sports,South,1478,2426,68
Aug,Clothing,South,6518,1850,67
Jan,Cosmetics,West,7577,720,129
Aug,Clothing,North,7785,1411,196
Sep,Electronics,South,9884,2623,160
Jun,Sports,North,4038,771,138
Oct,Sports,West,1193,900,65
May,Toys,East,1058,270,13
Jun,Clothing,North,2886,1648,38
Jun,Cosmetics,South,5573,2519,26
Sep,Electronics,South,6222,2879,186
Apr,Furniture,South,3580,1516,60
Feb,Sports,East,5644,2081,186
Nov,Clothing,North,8623,2332,33
Nov,Toys,North,1220,1038,53
Sep,Cosmetics,South,1875,934,125
Feb,Cosmetics,North,2196,2356,178
Oct,Electronics,South,3709,2947,66
Sep,Sports,North,3731,2146,193
Feb,Electronics,East,1335,1484,41
Dec,Toys,East,9416,2131,168
Aug,Furniture,West,8014,1564,153
Sep,Furniture,West,2247,2516,169
Dec,Furniture,West,9180,2871,117
Oct,Cosmetics,North,4957,1355,51
Sep,Sports,East,8111,1104,131
Oct,Electronics,East,5589,2984,43
Sep,Electronics,East,2886,1831,174
Feb,Toys,South,1310,1372,153
Apr,Furniture,North,2604,1440,94
Jul,Sports,North,6659,2411,150
Dec,Sports,West,4982,1852,131
Feb,Toys,South,9560,2056,129
Jan,Clothing,South,4546,2829,91
Mar,Sports,East,5841,1012,129
Dec,Sports,West,7174,1791,170
Apr,Electronics,North,6351,169,114
Aug,Toys,South,9017,1357,91
Jun,Sports,East,1997,531,101
Nov,Sports,North,1496,1177,172
Feb,Electronics,East,6685,269,174
Sep,Sports,North,1963,2183,49
Feb,Electronics,East,2198,2050,145
Dec,Clothing,North,6910,2084,63
May,Cosmetics,West,6484,358,98
Dec,Electronics,North,1576,2398,144
Apr,Electronics,North,4160,2160,11
Jul,Sports,North,1053,2818,106
Aug,Electronics,East,1228,2688,65
May,Toys,South,9970,2204,113
Oct,Furniture,North,1984,1103,133
May,Furniture,North,9660,1284,194
Feb,Clothing,West,3467,536,186
Aug,Electronics,North,1531,2925,134
Feb,Toys,West,9028,329,87
Oct,Sports,North,1561,930,17
Dec,Sports,East,1089,940,93
Jun,Cosmetics,South,6735,1316,91
Aug,Clothing,South,4145,719,97
Jun,Toys,South,2292,2504,183
Apr,Toys,East,5110,2499,76
Apr,Sports,West,8496,1381,126
Jun,Cosmetics,South,8559,721,183
Apr,Sports,East,4781,734,87
Aug,Cosmetics,East,5067,2093,76
Sep,Furniture,North,4505,2775,51
Jan,Toys,West,3391,1865,73
Apr,Furniture,East,2218,2440,137
Apr,Sports,West,6155,1509,82
Feb,Clothing,South,3252,928,190
Jun,Electronics,South,4891,2381,99
Mar,Clothing,South,1775,1826,16
Jul,Clothing,North,6229,636,16
Nov,Electronics,North,9416,1502,131
Nov,Toys,West,8553,904,173
May,Furniture,West,1063,2136,125
Apr,Furniture,North,2787,2686,22
May,Toys,East,8091,951,29
Aug,Electronics,West,6056,2325,62
Mar,Cosmetics,West,9069,655,95
Jul,Clothing,South,4915,1345,189
Jun,Sports,West,1092,1047,106
Dec,Furniture,West,2677,2970,70
Jan,Toys,East,6508,327,134
Jul,Sports,West,6730,1964,111
Jul,Electronics,East,4864,2033,125
Dec,Sports,South,5936,353,99
Jan,Sports,North,2401,2822,105
Sep,Clothing,South,2606,2153,70
Jun,Electronics,East,1897,2194,65
Dec,Sports,East,5587,2727,103
Feb,Furniture,West,4713,353,49
May,Electronics,West,4131,158,90
Nov,Furniture,North,2532,1821,72
Apr,Toys,East,7535,2707,194
Jul,Toys,East,8286,1114,141
